ID,firstName,middleName,firstLastName,secondLastName,address,phoneNumber
245729312,Juan,Mateo,Torres,Garcia,Calle 97 #43-79, Ibague,3133211511
731048283,null,Eduardo,,gutierrez,Calle 86 #86-89, Bucaramanga,   3532850980   
303320472,Sebastian,Patricia,   Castro   ,Vargas,Calle 68 #97-43, Pereira,3176435408
7663329,David,Isabel,ORTEGA,Garcia,Calle 100 #15-59, Santa Marta,3963426700
160322983,Carlos,Lucia,Ortega,GUTIERREZ,Calle 16 #58-41, Barranquilla,3834455651
336861579,,,Castro,NULL,Calle 57 #11-57, Manizales,   3888193780   
517139177,Sofia,Alejandro,Gonzalez,Garcia,Calle 84 #58-79, Bucaramanga,
223277982,Sebastian,Mateo,Diaz,Garcia,Calle 70 #47-25, Barranquilla,3178900472
98931612,Juan,Eduardo,,Garcia,Calle 56 #58-47, Manizales,null
70382752,Natalia,   Lucia   ,Vargas,Gomez,Calle 72 #62-75, Cali,3360503659
113567028
317142439,Sofia,Mateo,Ortega,,,3492592717
52161927,Sebastian,,Castro,   Hernandez   ,Calle 109 #52-89, Manizales,3642623379
912809633,LUIS,Patricia,Perez,Gutierrez
800330911,Valentina,Alejandro,Rojas,Castro,calle 58 #93-87, cali,null
1049403052,Laura,Fernando,Garcia,Ortiz
191217273,Paula,Julian,   Navarro   ,Torres,Calle 9 #10-14, Pereira,NULL
491139041
89953977,Camila,Patricia,,,Calle 65 #43-96, Bucaramanga,3479258630
300819732,Laura,Felipe,Castro,Lopez,Calle 5 #5-67, Cartagena,3044292491
256222121,Natalia,Gabriela,Perez,Silva,null,3703026587
554673769,Andres,Julian,Lopez,Silva,Calle 89 #56-89, Bucaramanga,3682475994
959249479,Maria,Felipe,Ortega,Gomez,,3118790059
661325707,Valentina,Lucia,Ortega,Torres,Calle 47 #12-32, Bogota,   3455309226   
32402414,NULL,NULL,Torres,Hernandez
1035891473
804351649,,Patricia,Martinez,Ramirez,NULL,3090145345
512523368,Camila,   Antonio   ,,Diaz,Calle 33 #93-63, Santa Marta,   3269225622   
788848071,Andres,Felipe,Rojas,Torres
751475233,Sebastian,Julian,Vargas,Ramirez,Calle 51 #47-28, Pereira,   3801233767   
1002781669,Andres,,Silva,   Rojas   ,Calle 29 #67-84, Cali,
796208673,Laura,Julian,Rojas,Rodriguez,Calle 98 #10-45, Bucaramanga,3694895615
435391647,   Andres   ,Fernanda,Hernandez,Alvarado,Calle 74 #51-24, Barranquilla,3540392482
24652289,David,Patricia,Hernandez,Lopez,Calle 90 #62-64, Bogota,3912112302
868314059,   Laura   ,Mateo,   Gomez   ,null,Calle 3 #61-90, Ibague,3213337054
833916424,Maria,Isabel,Perez,Lopez,Calle 23 #52-32, Cali,3593114886
478377211
182579903,Daniel,NULL,null,Jimenez,,   3725436203   
867182031,Sebastian,Fernando,Castro,,Calle 106 #37-5, Medellin,3341028133
849283833,NULL,Eduardo,Navarro,Diaz,CALLE 90 #54-26, CALI,   3274214916   
496758420,Santiago,,,Garcia,Calle 26 #25-54, Cartagena,3171310982
823872280,Juan,Julian,Silva,Muñoz,null,   3632588987   
933794797,Daniela,Eduardo,Castro,Castro,calle 70 #10-46, pereira,3322220818
525952312,null,,Gonzalez,Muñoz,Calle 70 #4-41, Bogota,3403209842
793392634,Juan,Gabriela,Vargas,null,Calle 11 #23-12, Bogota,3969433066
23518153,Maria,Isabel,Morales,Ortiz,,3154118414
299882397,Daniel,Patricia,Diaz,Sanchez,calle 39 #86-76, bogota,3303113077
371684778,Paula,Antonio,Garcia,Ortiz,Calle 14 #55-42, Cartagena,3733624028
452986619,Daniel,Patricia,   Ramirez   ,Perez,Calle 25 #94-62, Medellin,3299720110
271148025,Daniel,Alejandro,,Silva,Calle 64 #70-42, Bucaramanga,3524133531
852621195,Luis,Felipe,,Lopez,Calle 84 #83-9, Bucaramanga,3415631906
535265949,,Isabel,Diaz,Gonzalez,Calle 105 #38-27, Pereira,3972583925
649804029,Carolina,Julian,Ramirez,Morales,Calle 106 #68-30, Santa Marta,3583844452
885116873,Andres,null,Rodriguez,Vargas,Calle 71 #43-99, Bogota,3515605893
889983841,Juan,Isabel,   Gomez   ,null,Calle 95 #8-99, Cali,3026372282
778855872,,Patricia,Gonzalez,Diaz,Calle 103 #82-77, Cali,3308176196
172737178,NULL,Julian,Perez,Gutierrez,Calle 22 #18-52, Barranquilla,3513466484
417508362,   Natalia   ,Fernando,   Rodriguez   ,null,Calle 55 #81-14, Pereira,3174668008
575838835,,Fernando,Rojas,Rodriguez,   Calle 32 #34-33, Bucaramanga   ,NULL
536570755,Daniel,Felipe,Torres,Morales,Calle 102 #45-10, Ibague,3416866709
998210302,Juan,Fernando,Garcia,Gomez,Calle 38 #55-87, Ibague,3935569826
830759966,   Carlos   ,Patricia,Torres,Alvarado,   Calle 28 #32-83, Santa Marta   ,3787151148
914117453,Miguel,Patricia,Garcia,muñoz,Calle 58 #76-59, Cali,3687161519
785885309,Camila,Eduardo,   Gomez   ,Gonzalez,Calle 84 #28-87, Pereira,3959823077
435680981,Carlos,julian,Torres,Sanchez,Calle 28 #39-85, Medellin,3132803600
277121394,andres,Isabel,Rojas,castro,Calle 8 #1-96, Ibague,
370203123,Miguel,Patricia,Rojas,Garcia,Calle 64 #17-60, Ibague,3218952751
164981167,NULL,Felipe,Lopez,Vargas,Calle 73 #14-13, Cali,NULL
57034232,Luis,Fernando,Gonzalez,Pinilla
742588931,Santiago,Antonio,Rodriguez,Perez
465603030,Sofia,Patricia,Silva,   Rodriguez   ,CALLE 33 #85-80, CALI,
111440339,NULL,Patricia,Rojas,Hernandez,CALLE 40 #97-95, BARRANQUILLA,
979402047
910034858,Sebastian,   Emilio   ,Diaz,Diaz,,3390909557
368602076,NULL,Alejandro,Gonzalez,Rojas,Calle 43 #71-35, Cartagena,
337152197,,Mateo,Rodriguez,Gutierrez,Calle 29 #16-54, Santa Marta,3368350929
511128819,Natalia,Lucia,Castro,Rojas,Calle 66 #39-18, Bucaramanga,3865056272
466355411,Camila,Julian,Gonzalez,Gomez,Calle 114 #22-90, Pereira,3613545788
214078456,Sofia,Emilio,Torres,   Alvarado   ,Calle 86 #44-79, Pereira,3319821993
225214538,Laura,Julian,Garcia,Gonzalez,Calle 76 #30-6, Bucaramanga,3223831828
849733237,Ana,emilio,ORTEGA,Gonzalez,Calle 91 #98-51, Bucaramanga,3394767624
88996873,   Valentina   ,Gabriela,Torres,Garcia,Calle 68 #13-36, Bucaramanga,3053342319
515701000,Valentina,,Lopez,Vargas,Calle 120 #61-72, Santa Marta,3614520372
635887513,Ana,Lucia,Perez,Pinilla,Calle 101 #22-89, Medellin,3023531808
700254968,Natalia,Mateo,null,Jimenez,Calle 86 #66-47, Santa Marta,3649970292
590830241,null,Lucia,Rojas,,Calle 120 #5-98, Medellin,   3939933615   
367095979,Miguel,Alejandro,Lopez,Gomez
236179322,Maria,null,Gonzalez,null,null,NULL
235910997
831901216,Luis,fernanda,Garcia,null,,3898114801
642715271,Sebastian,Fernanda,Morales,Vargas,Calle 20 #48-70, Barranquilla,null
616291245,Andres,Julian,Perez,   Rodriguez   ,Calle 107 #55-65, Manizales,3165522506
42292607,Maria,Alejandro,Lopez,Rodriguez,Calle 19 #95-8, Ibague,3635064267
521703168,,Emilio,Navarro,Lopez,Calle 87 #85-20, Cartagena,3395155052
789520295,Natalia,Fernanda,Gomez,Alvarado,Calle 47 #94-99, Manizales,3574236330
400266198,null,Isabel,Morales,,Calle 55 #75-75, Ibague,3512876001
1017911433,Paula,Felipe,Rodriguez,,   Calle 65 #66-98, Barranquilla   ,3378518884
189624229,Camila,Mateo,Silva,Hernandez,Calle 95 #94-68, Pereira,
391125987,,Gabriela,Vargas,Hernandez,NULL,3121944875
626061829,Natalia,Eduardo,Perez,Garcia,NULL,3079593913
716274459,JORGE,Lucia,Silva,Morales,Calle 43 #33-12, Cali,3181469739
204009010,Sebastian,Eduardo,NULL,   Ortiz   ,NULL,3927513196
880695537,Laura,Eduardo,Perez,Perez,Calle 54 #55-90, Manizales,3239651438
398443794,Daniel,Julian,Castro,Torres,Calle 5 #69-65, Pereira,null
282261056,Paula,Antonio,Vargas,Diaz,Calle 9 #17-23, Barranquilla,3281986075
280850368,Natalia,NULL,Gonzalez,Alvarado,Calle 120 #37-41, Cartagena,3307492625
436355719,DANIEL,Isabel,Torres,PEREZ,Calle 97 #35-83, Manizales,3575588284
146279756,NULL,Felipe,Morales,Alvarado,Calle 82 #56-72, Pereira,3383339640
855484497,Sofia,Julian,Rodriguez,Silva,Calle 2 #81-11, Medellin,3223221528
309409945,   Santiago   ,Fernanda,   Garcia   ,Ortiz,Calle 60 #59-33, Medellin,3938751521
144164858,Sebastian,Patricia,Lopez,Gonzalez,Calle 29 #73-64, Ibague,
920002042,Jorge,Gabriela,Perez,MUÑOZ,Calle 98 #26-25, Cali,3504201093
22817345,Miguel,Julian,Lopez,NULL,Calle 72 #24-88, Ibague,3494126698
898489357,Paula,Eduardo,Ortega,Pinilla,Calle 97 #38-39, Bucaramanga,3692226600
51851411,Sebastian,Gabriela,null,Hernandez,Calle 62 #83-20, Pereira,3634765585
753246275,Maria,Alejandro,Rodriguez,Martinez,NULL,3477985892
865654412,JUAN,Antonio,Gomez,Ortiz,Calle 28 #8-2, Santa Marta,   3356049450   
686281492,Valentina,Mateo,MORALES,,Calle 37 #19-76, Cali,3960128110
511955905,Paula,NULL,,lopez,Calle 77 #25-72, Pereira,3295904547
529546555,Jorge,null,Gomez,Ramirez,Calle 105 #51-47, Cartagena,3232955413
378626571,David,,Navarro,Perez,Calle 52 #99-83, Bucaramanga,   3866807715   
618373937,Sofia,Felipe,Navarro,Martinez,Calle 76 #32-16, Manizales,3801043217
462749739,   Sebastian   ,Patricia,Silva,Ortiz,Calle 66 #89-36, Santa Marta,3789721637
144480117,VALENTINA,null,Martinez,ramirez,Calle 114 #22-4, Cali,3265663237
243365744,Maria,Lucia,Lopez,Perez,   Calle 28 #87-21, Cali   ,3761500344
457965930,Luis,Felipe,null,HERNANDEZ,Calle 80 #51-79, Bucaramanga,3710676115
213292372
604637220,Valentina,Patricia,Ortega,Ramirez,,3764436410
686545511,Laura,MATEO,Castro,Rodriguez,Calle 86 #32-37, Ibague,3604224364
100391889,   Miguel   ,Lucia,Diaz,SILVA,null,3433510753
828075001,David,Felipe,Gomez,Morales,Calle 38 #96-62, Pereira,3318956738
23083785,   Camila   ,Lucia,Morales,Lopez,Calle 112 #92-5, Pereira,3194880286
478121584,Sebastian,Gabriela,Navarro,Castro,Calle 30 #31-91, Ibague,3238441426
1008853850,Maria,Eduardo,Rojas,Hernandez,Calle 118 #62-66, Pereira,3742161147
590751508,Juan,Lucia,Ramirez,NULL,Calle 60 #55-30, Santa Marta,NULL
332120310,Luis,Alejandro,Gomez,Gomez,Calle 58 #78-59, Medellin,   3090022164   
125448823,Maria,Gabriela,Navarro,Pinilla,Calle 101 #4-20, Bogota,3514341481
705827685,Paula,null,Vargas,null,Calle 70 #65-92, Bucaramanga,3309510907
330019205,Sofia,,NULL,   Sanchez   ,Calle 39 #42-99, Santa Marta,3179400934
571328634,Juan,Gabriela,Garcia,Ramirez
33687900,David,Isabel,,Castro,Calle 16 #97-30, Santa Marta,3302630870
906390067,maria,Gabriela,Rojas,Ramirez
68566559,Ana,Patricia,Silva,Gomez,Calle 28 #20-2, Ibague,NULL
359196961,sofia,Julian,Navarro,Silva,Calle 85 #65-2, Barranquilla,   3494843665   
256120918,Paula,Antonio,,Diaz,   Calle 86 #2-10, Medellin   ,3760318097
820041650,Sebastian,Fernando,Ramirez,Vargas,Calle 60 #45-39, Cali,3114875434
419026762,,,Gonzalez,Perez,Calle 115 #39-66, Barranquilla,3363466455
888248022,Sofia,Alejandro,Martinez,Diaz,Calle 40 #49-94, Barranquilla,3454088477
214082735,Andres,Antonio,NULL,Alvarado,Calle 84 #5-28, Bucaramanga,
357817933,Natalia,,Diaz,Gomez,Calle 43 #44-90, Ibague,3538613548
365108334,sebastian,Gabriela,Castro,   Hernandez   ,Calle 15 #67-79, Cali,3360129789
48672756,Carolina,Antonio,Morales,Torres,CALLE 26 #3-69, BARRANQUILLA,3527083370
186884460,David,   Fernando   ,Rojas,Muñoz,Calle 34 #84-27, Santa Marta,3117487781
92049738,Carolina,Fernanda,Ortega,Castro,,3178337976
297275712,null,Patricia,Hernandez,Rojas,,3595871857
196298596,Laura,Fernanda,Castro,Gutierrez,Calle 33 #39-60, Bogota,NULL
317620936,Santiago,Emilio,Perez,Lopez,,3435296419
156166744,Sofia,null,Silva,Morales,Calle 102 #88-41, Bogota,3378392359
988710822,Camila,Eduardo,Castro,Gutierrez,Calle 86 #12-68, Ibague,3720255548
909992505,Laura,NULL,Diaz,Martinez,Calle 41 #7-75, Santa Marta,null
116959618,Santiago,Gabriela,Silva,Ortiz,Calle 114 #51-14, Santa Marta,3466641253
348059408
914836698,   Maria   ,Patricia,Ramirez,null,Calle 81 #21-47, Cali,3947025625
424784460,Carolina,,Gonzalez,Rojas,Calle 77 #84-99, Manizales,3725428585
537129526,Miguel,Lucia,Gonzalez,Gonzalez,Calle 63 #90-67, Barranquilla,3047234784
790673734,,Emilio,Vargas,Castro,Calle 63 #52-41, Cartagena,3048382508
865102611,Carolina,Alejandro,Rojas,Sanchez,Calle 51 #39-74, Bucaramanga,3158194163
934372724,Valentina,   Patricia   ,Rodriguez,Diaz,Calle 65 #58-43, Barranquilla,3803583405
670851258,Juan,Mateo,Navarro,,Calle 102 #90-41, Bucaramanga,3902959798
152833159,Daniel,Fernanda,   Castro   ,NULL,Calle 37 #85-74, Pereira,3862042023
597593674,Carolina,Mateo,Vargas,Rodriguez,Calle 79 #93-72, Cartagena,3501393305
1033761507,Andres,Emilio,Rojas,Sanchez,Calle 88 #43-46, Santa Marta,3800589611
62571618,LAURA,Fernando,Ortega,Alvarado
221382540,Carolina,Fernanda,Ramirez,Ramirez,Calle 77 #59-79, Santa Marta,3107149045
137562840,Laura,Fernanda,Silva,Silva
866781369,Daniela,Gabriela,   Morales   ,Castro
201140367,Santiago,Gabriela,Lopez,,Calle 33 #72-94, Manizales,3313519085
1037163127,David,Julian,ROJAS,Garcia,null,3503046802
535810918,Camila,Gabriela,Morales,Diaz
99173281,Miguel,Fernanda,Navarro,null,Calle 82 #54-32, Cali,3735559217
537702858,natalia,Emilio,Rojas,Morales,Calle 29 #64-76, Manizales,3930369749
485729575,Andres,   Eduardo   ,Lopez,Hernandez,Calle 36 #36-79, Cartagena,3219930578
52944410,Camila,Patricia,null,Sanchez,Calle 69 #85-76, Pereira,3628138767
992111370
785728278,,Lucia,Garcia,Castro,Calle 96 #17-16, Santa Marta,
180299994
369168447,Juan,Isabel,Rojas,garcia,NULL,3083276957
553324470,Daniela,Eduardo,Ortega,Morales,Calle 48 #94-81, Pereira,3461029528
98800342,David,Alejandro,null,Vargas,Calle 89 #57-3, Bogota,3027420427
442392092,   Santiago   ,Mateo,NULL,Vargas,Calle 50 #33-15, Cali,3208002817
462547536,DANIEL,Alejandro,null,Silva,Calle 15 #83-9, Barranquilla,3727275519
732055390,Ana,Fernando,Morales,Rojas,Calle 37 #24-77, Medellin,3949182039
1059610847,Miguel,Fernanda,NULL,Alvarado,Calle 85 #82-7, Bucaramanga,NULL
1047885911
92974548,Camila,Alejandro,Torres,Torres,Calle 99 #53-21, Medellin,   3448550360   
979316736,juan,ALEJANDRO,Martinez,Gutierrez,Calle 36 #65-31, Pereira,3698491625
217109171,Andres,Julian,Vargas,Gutierrez,Calle 56 #64-21, Bogota,3217719711
935235554,Carolina,FERNANDO,Gomez,Gomez
722632891,null,Lucia,   Perez   ,Gutierrez,   Calle 26 #19-70, Bucaramanga   ,3514259010
1058941679,,Gabriela,Rojas,Vargas,Calle 66 #68-4, Bucaramanga,3133257804
608587325
585840767,paula,Gabriela,Silva,Gutierrez,Calle 9 #3-14, Pereira,3033554360
535299300,NATALIA,Gabriela,Garcia,Hernandez,Calle 71 #62-3, Cali,
915697268,Miguel,,Hernandez,Martinez,Calle 18 #36-33, Barranquilla,3339803530
541803623,Camila,Felipe,Garcia,Sanchez,Calle 56 #2-44, Santa Marta,3902514081
136563644,Paula,Patricia,martinez,,Calle 59 #88-54, Bucaramanga,3538414297
862506938,Daniel,   Eduardo   ,Ortega,NULL,Calle 29 #34-93, Santa Marta,NULL
66588039,Jorge,Julian,Navarro,Gomez,Calle 71 #17-8, Ibague,3422568234
227923276,Miguel,Mateo,Martinez,Vargas,Calle 88 #41-36, Bogota,3951348057
59693469,,Lucia,Perez,null,Calle 96 #47-91, Barranquilla,3388491420
940329414,Carolina,   Fernanda   ,Vargas,,Calle 56 #37-42, Santa Marta,3982523554
751574337,Carlos,Gabriela,   Ramirez   ,NULL,   Calle 59 #79-36, Cartagena   ,3908968296
559701816,Juan,Alejandro,Navarro,Muñoz,Calle 13 #35-7, Medellin,3835610801
612660014,Paula,Julian,Gonzalez,Perez
250416315,NULL,Gabriela,NULL,Silva,CALLE 63 #8-72, CALI,3747210409
698641835,,Julian,Diaz,Garcia,CALLE 115 #8-19, SANTA MARTA,3532131700
380904701,Daniela,Emilio,Ramirez,Castro,Calle 67 #31-48, Manizales,3560950174
163129322,Carolina,Alejandro,Gomez,Ramirez,Calle 20 #95-46, Pereira,3182315777
843399277,Ana,Alejandro,Torres,Morales,Calle 92 #12-61, Medellin,3218426536
543511695,Santiago,Felipe,Perez,Torres,calle 58 #68-48, pereira,   3135711947   
427860179
834229660,Santiago,NULL,   Martinez   ,Hernandez
261023115,Santiago,Mateo,Navarro,Rodriguez,Calle 108 #82-27, Santa Marta,NULL
836011627,Santiago,Lucia,Navarro,Silva,CALLE 65 #24-66, BOGOTA,3506154969
953685973,Daniela,Fernanda,Torres,Garcia,Calle 60 #26-39, Manizales,3129168219
97698597,   Camila   ,Alejandro,NULL,Silva,Calle 34 #23-45, Ibague,
738345863,David,Fernando,Gonzalez,null,Calle 119 #74-49, Bucaramanga,3279808151
595735217,Daniel,Fernando,Ramirez,Hernandez,Calle 84 #50-90, Santa Marta,3611187359
92825959,Jorge,   Isabel   ,Silva,Rojas,Calle 63 #70-93, Bucaramanga,3310228856
300837391,Natalia,Lucia,Martinez,Alvarado,Calle 100 #48-39, Bogota,3401770439
720237654,Juan,NULL,Gomez,,Calle 70 #65-46, Santa Marta,3478324164
294071074,Luis,Antonio,Morales,Martinez,Calle 61 #94-38, Cali,3191512205
765550296,Carlos,Fernanda,Perez,Pinilla,Calle 118 #87-4, Bucaramanga,3706431663
790778309,Daniela,   Fernanda   ,,NULL,Calle 32 #54-48, Bucaramanga,NULL
1068824548,Daniela,Mateo,,Rojas,   Calle 50 #26-44, Medellin   ,3279007314
188000378,Luis,Eduardo,Lopez,Vargas,Calle 28 #74-76, Bucaramanga,3248672105
847953585,Andres,,Gomez,NULL,Calle 20 #73-52, Santa Marta,3079811040
264854433,Carlos,Alejandro,Torres,Gomez,Calle 101 #55-55, Pereira,3010527759
694179896,null,Felipe,Martinez,Castro,Calle 61 #80-92, Santa Marta,3221679049
205600831,Sofia,emilio,vargas,Martinez,,3685627624
59384980,Daniel,Eduardo,Garcia,Hernandez,Calle 2 #39-38, Cartagena,3301255399
415434529,Valentina,null,Garcia,HERNANDEZ,NULL,3423579475
238188080,Ana,Mateo,Morales,Garcia,Calle 73 #41-48, Bogota,3146861027
136758473,Miguel,Fernanda,Gonzalez,Ortiz
15610334,Paula,Emilio,Garcia,Silva,,3765784308
849323726,maria,   Patricia   ,Rodriguez,null,Calle 45 #63-24, Cali,   3660628418   
441155446,Natalia,Fernando,Vargas,Gomez,Calle 79 #32-46, Cali,3288082035
629891864,Sofia,Eduardo,GOMEZ,Perez,NULL,3539697386
682939731,Laura,Fernando,Martinez,Ramirez,,3910358662
967514443,,emilio,Perez,Sanchez,Calle 64 #16-37, Cartagena,3188397914
958587551,Andres,Antonio,   Rodriguez   ,Diaz,Calle 107 #18-59, Cali,
852411349,Jorge,Lucia,   Ortega   ,Rojas,Calle 88 #26-5, Manizales,3362559737
989442186,Ana,Fernanda,Diaz,Hernandez,Calle 17 #61-63, Bogota,   3139664116   
700060962,Paula,Antonio,Vargas,Muñoz,Calle 96 #89-10, Bogota,3091432545
871229537,Luis,Mateo,Ortega,ALVARADO,Calle 43 #54-93, Bogota,3483439831
160621066,null,Isabel,   Gonzalez   ,Ortiz,   Calle 82 #47-64, Cartagena   ,3650089886
876315836,Daniela,FELIPE,Lopez,NULL,Calle 111 #68-3, Ibague,3442817719
693757522,Sebastian,Felipe,Castro,Ramirez,Calle 100 #83-47, Cartagena,3420610076
218144286,null,Eduardo,Ramirez,Hernandez,Calle 17 #82-42, Medellin,3789051682
699458108,Sebastian,Emilio,VARGAS,Silva,,3997352129
347878658,Ana,Isabel,Diaz,Diaz
573819771,Paula,Fernanda,Navarro,Jimenez,null,3623345155
676978107,,Fernanda,Rodriguez,Morales,Calle 31 #95-11, Cartagena,3379298965
458753010,Andres,Julian,Morales,Pinilla,   Calle 65 #82-58, Cali   ,   3400578308   
614198921,ana,Mateo,Torres,Silva,Calle 22 #91-32, Ibague,3255260104
924979022,null,Felipe,Martinez,Lopez,Calle 5 #36-26, Ibague,3845042346
254461701,Paula,   Patricia   ,Silva,   Rodriguez   ,Calle 83 #71-37, Santa Marta,3959586118
1010700545,Andres,Fernando,Torres,null,Calle 81 #92-7, Santa Marta,3918506570
779893414,Daniel,Eduardo,Rodriguez,Silva,Calle 63 #8-36, Santa Marta,3857713873
705380842,Natalia,Eduardo,Garcia,Gomez,Calle 107 #53-86, Pereira,   3802719794   
386685593,Luis,   Lucia   ,Ortega,Muñoz,Calle 19 #89-2, Santa Marta,3995943445
68165154,Sebastian,Mateo,Lopez,   Hernandez   ,   Calle 62 #84-34, Barranquilla   ,3305491125
186659467,Natalia,Felipe,   Ramirez   ,muñoz,Calle 82 #84-74, Santa Marta,3187382282
982278982,Juan,Eduardo,Diaz,Pinilla,NULL,3998730355
379615357,NULL,Felipe,Navarro,Silva,Calle 94 #53-8, Bucaramanga,3456578293
519065389,Carlos,Fernanda,Torres,Garcia,Calle 91 #36-3, Ibague,3934992037
574511522,null,Fernanda,Vargas,Gutierrez,Calle 55 #2-52, Barranquilla,null
827923854,   Miguel   ,Antonio,Ramirez,Muñoz,null,3625213232
705006032,Valentina,   Emilio   ,Perez,null,Calle 26 #40-39, Ibague,3535747949
402041062,NULL,Patricia,Lopez,Castro,Calle 92 #94-60, Bogota,3784965687
1078264131,Luis,Emilio,Ramirez,Rojas
791355789,Ana,null,null,Pinilla,Calle 39 #43-80, Cali,3184970516
185539693,Camila,Eduardo,Hernandez,Rodriguez,Calle 101 #33-74, Ibague,3059640018
517461545,Ana,alejandro,Rojas,Morales,Calle 14 #11-33, Bogota,3467321851
401022722,Luis,Felipe,Martinez,,Calle 63 #12-55, Bogota,3716659997
4811411,Sofia,Fernando,Rodriguez,Silva,NULL,3837546867
793980511,David,Gabriela,Hernandez,Silva,NULL,3710631892
667915105,   Valentina   ,Alejandro,Hernandez,Pinilla,Calle 115 #40-55, Manizales,3801871399
750797869,Sebastian,Emilio,   Garcia   ,Perez,Calle 94 #96-31, Medellin,3642500003
855875946,Sofia,Felipe,   Castro   ,Pinilla,Calle 24 #97-53, Bucaramanga,3873323205
90216793,Jorge,Lucia,Gomez,Gonzalez,,NULL
931915432,,null,Perez,Silva,Calle 7 #77-64, Ibague,null
956812911,Jorge,Alejandro,,Martinez,calle 1 #41-32, cali,3278546355
190039238,Paula,Eduardo,Diaz,Lopez,Calle 21 #3-9, Ibague,   3705786702   
834125160,Carolina,Gabriela,Perez,Torres,Calle 84 #52-71, Barranquilla,3788364077
354999213,Miguel,ALEJANDRO,Martinez,Perez,Calle 92 #58-17, Santa Marta,
903092285,Jorge,Antonio,NULL,Ortiz,Calle 82 #51-48, Manizales,3303581517
809973910,Sebastian,Gabriela,Rodriguez,,Calle 10 #99-69, Bogota,3357628698
981370640,Ana,Patricia,Rojas,Castro,Calle 72 #86-84, Pereira,3717754967
521243251,Luis,alejandro,   Vargas   ,Rojas
287935097,Miguel,Emilio,rodriguez,Torres,Calle 17 #58-51, Manizales,3539145154
1057475696
214314118,David,Julian,Ramirez,Lopez,Calle 93 #10-6, Pereira,3111764883
791825008,Natalia,Fernanda,Gonzalez,Torres,NULL,NULL
835918274,Maria,   Emilio   ,Rodriguez,Sanchez,Calle 67 #52-37, Ibague,3512171091
205281446,Ana,Alejandro,Ortega,,,null
43073908,Carolina,null,Gomez,SANCHEZ,Calle 34 #63-96, Bucaramanga,3799657320
752911132,Juan,Eduardo,Castro,Rojas,Calle 111 #77-32, Cartagena,3021310724
1092180288,David,Mateo,Vargas,Pinilla,,3074792263
159497493,Paula,Emilio,Garcia,Torres,Calle 35 #41-85, Ibague,
756602408,Maria,Fernando,Vargas,Garcia,Calle 77 #91-17, Manizales,3002198802
979597491,NULL,Lucia,Ortega,Alvarado,Calle 74 #70-47, Medellin,3659228237
775772770,Valentina,FERNANDA,Rodriguez,Gonzalez,Calle 98 #41-33, Medellin,3532140164
1034377400,CAMILA,Julian,Gonzalez,Alvarado,Calle 35 #33-15, Pereira,3132213332
896821420,Maria,Isabel,Rojas,null,Calle 93 #28-93, Medellin,3500365692
746103006,Natalia,Antonio,Lopez,Gomez,NULL,
998075593,Luis,Julian,Morales,Sanchez
812474947,Paula,Alejandro,null,,Calle 82 #81-8, Santa Marta,3475377715
839628330
998719347
714334154,Carlos,Fernando,Hernandez,Perez,Calle 83 #50-39, Cali,3417652303
430377332,Sebastian,Fernanda,Diaz,Martinez,Calle 66 #63-42, Manizales,3516740907
1002894172,Jorge,   Fernanda   ,Diaz,Garcia,Calle 106 #57-52, Cali,3906455745
